Title,Date,CNetID,Job Title,Department,Division,Affiliation,Faculty Member or Instructor?,Contact ID,Engagement Type,Which Workshop,Hear about Workshop,What Brings You In,Hear about Walk-Ins,Event Notes,Consultation Topic,How Did You Hear
1/9/2020 6:34:40 PM,1/9/20 12:34,eolimpieva,,Political Science,SSD,Grad student,FALSE,Mohammad Ahmed,General walk-in,,,,,,"[""Assignments/Course Design"",""Canvas""]",From a colleague
1/9/2020 8:04:23 PM,1/9/20 14:04,mengli,Associate Instructional Professor in Chinese Language,East Asian Languages & Civilizations,HUM,Faculty/Instructor,FALSE,Mohammad Ahmed,General walk-in,,,,,adding into a test course. mengli,"[""Canvas""]",Website or Events Calendar
1/10/2020 1:13:00 PM,1/10/20 13:13,thelma,,Pathology,BSD,Staff,FALSE,Thomas Keith,General walk-in,,,,,Client needed help designing org site for hematopathology conference,Canvas,Signage outside the TechBar
1/6/2020 3:58:00 PM,1/6/20 15:58,sht,,Hum Coll Div,HUM,Faculty/Instructor,FALSE,Cecilia Lo,General walk-in,,,,,Problem with setting up course site https://canvas.uchicago.edu/courses/25400,Canvas,
1/9/2020 11:30:00 AM,1/9/20 11:30,sdunkle,,Language Center,HUM,Staff,FALSE,Thomas Keith,Workshop,New Gradebook Online Workshop,,,,,,
1/9/2020 11:30:01 AM,1/9/20 11:30,akallo,,Booth School of Business,Booth School of Business,Staff,FALSE,Thomas Keith,Workshop,New Gradebook Online Workshop,,,,,,
1/9/2020 11:30:02 AM,1/9/20 11:30,mengli,,East Asian Languages & Civilizations,HUM,Faculty/Instructor,FALSE,Thomas Keith,Workshop,New Gradebook Online Workshop,,,,,,
1/9/2020 11:30:03 AM,1/9/20 11:30,carriet,,English Language and Literature,HUM,Grad student,FALSE,Thomas Keith,Workshop,New Gradebook Online Workshop,,,,,,
1/13/2020 7:29:04 PM,1/13/20 13:29,jamesosborne,Assistant Professor,Oriental Institute,HUM,Faculty/Instructor,FALSE,Mohammad Ahmed,Video conference,,,,,on-boarding and orientation for PE,"[""Poll Everywhere""]",From a colleague
1/13/2020 9:07:02 PM,1/13/20 15:07,ddonetti,,Hum Coll Div,HUM,Faculty/Instructor,FALSE,Cecilia Lo,General walk-in,,,,,Set up office hour appointment set up using scheduler. ,"[""Canvas""]",Been here before
1/13/2020 10:13:31 PM,1/13/20 16:13,jkirzane,Lecturer,Germanic Studies,HUM,Faculty/Instructor,FALSE,Cecilia Lo,General walk-in,,,,,"How to add TAs, client doesn't know CNetID is only the first part of email address.","[""Canvas""]",TechBar referral
1/13/2020 10:32:03 PM,1/13/20 16:32,haeyeun,,Divinity School,Divinity School,Grad student,FALSE,Cecilia Lo,General walk-in,,,,,Client wants to know how to adjust list of courses in the dashboard.,"[""Canvas""]",Signage outside the TechBar
1/14/2020 7:18:24 PM,1/14/20 13:18,kryczka,,History,SSD,Faculty/Instructor,FALSE,Thomas Keith,Scheduled consultation,,,,,Client needed help setting up a Voices site for his students and using it in conjunction with Panopto.,"[""Voices"",""Canvas"",""Panopto""]",ServiceNow ticket referred to ATS
1/16/2020 5:35:43 PM,1/16/20 11:35,carriet,,English Language And Literature,HUM,Grad student,FALSE,Mohammad Ahmed,General walk-in,,,,,,"[""Assignments/Course Design"",""Canvas""]",Been here before
1/16/2020 8:31:07 PM,1/16/20 14:31,sabeens,,Unknown,Unknown,Grad student,FALSE,Thomas Keith,General walk-in,,,,,Client wanted a general introduction to Voices,"[""Voices""]",Signage outside the TechBar
1/16/2020 8:46:18 PM,1/16/20 14:46,ggea,Prof.,Classics,HUM,Faculty/Instructor,FALSE,Thomas Keith,General walk-in,,,,,Client needed help making files in her Canvas site available to her students.,"[""Canvas""]",Been here before
01/14/2020 2:00:00 PM,1/14/20 14:00,halhalla,Associate Professor,Radiation & Cellular Oncology,BSD,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,New Gradebook Online Workshop,,,,,,
01/14/2020 2:00:01 PM,1/14/20 14:00,sdrummon,,Graham School-Divisional Admin,Graham School,Staff,FALSE,Cecilia Lo,Workshop,New Gradebook Online Workshop,,,,,,
01/14/2020 2:00:02 PM,1/14/20 14:00,karma,Lecturer,South Asian Languages and Civilizations,HUM,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,New Gradebook Online Workshop,,,,,,
01/15/2020 11:30:00 AM,1/15/20 11:30,kknight0,Assistant Director-Career Management,Bus-Career Services-Harper,Booth School of Business,Staff,FALSE,Cheryl Walker,Workshop,New Gradebook Online Workshop,,,,,,
01/15/2020 11:30:01 AM,1/15/20 11:30,katiek,Instructional Designer,Bus-Faculty And Educ Services,Booth School of Business,Staff,FALSE,Cheryl Walker,Workshop,New Gradebook Online Workshop,,,,,,
01/15/2020 11:30:02 AM,1/15/20 11:30,rpetrush,French Lecturer,Romance Languages and Literatures,HUM,Faculty/Instructor,FALSE,Cheryl Walker,Workshop,New Gradebook Online Workshop,,,,,,
1/21/2020 5:36:34 PM,,olgasanchez,,Music,,,FALSE,,'Workshop',New Gradebook Online Workshop,"[""Email""]",,,,,
01/15/2020 4:15:00 PM,1/15/20 16:15,zsvalyinagy,,Art History,HUM,Grad student,FALSE,Cecilia Lo,Departmental walk-in,,,,,Collaborative Tropy troubleshooting with Bridget,Tropy troubleshooting,VRC publicity
1/16/2020 10:18:58 AM,1/16/20 10:19,thelma,,Pathology,BSD,Staff,FALSE,Mohammad Ahmed,General walk-in,,,,,,Assignments/Course Design,From a colleague
01/21/2020 12:30:00 PM,1/21/20 12:30,jdean,,Bus-Instruction and Research,Booth School of Business,Faculty/Instructor,FALSE,Mohammad Ahmed,Scheduled consultation,,,,,Thomas Keith also present,Poll Everywhere,From a colleague
1/23/2020 5:48:04 PM,1/23/20 11:48,ywang7,Senior Lecturer in Chinese Language and Director of the Chines,East Asian Languages & Civilizations,HUM,Faculty/Instructor,FALSE,Thomas Keith,General walk-in,,,,,Client needed assistance copying Canvas pages from one course to another.,"[""Canvas""]",Been here before
1/23/2020 7:02:54 PM,1/23/20 13:02,paulamotrico,Assistant Instructional Professor$Department of Romance Langua,Romance Languages and Literatures,HUM,Faculty/Instructor,FALSE,Cecilia Lo,Scheduled consultation,,,,,How to create assignment groups for weighting. ,"[""Canvas""]",Been here before
1/24/2020 3:00:51 PM,1/24/20 9:00,dtg1,Assistant Professor of Radiology,Radiology,BSD,Faculty/Instructor,FALSE,Dale Mertes,Scheduled consultation,,,,,"Consultation on producing video.  Patient trials, care, and interaction.  Discussed what steps are involved in video production.  Emailed ATS website and guided to request consultation to start project.  ","[""Video production""]",Been here before
1/24/2020 3:04:06 PM,1/24/20 9:04,dawolf,Senior Director of Arts Technologies,Logan,Logan,Staff,FALSE,Dale Mertes,Scheduled consultation,,,,,"David-Matt-Dale
Meeting to discuss mentoring with MADD.  Proof of concept.  ","[""Media development (2D and 3D graphics, computer animations, etc.)""]",From a colleague
01/22/2020 3:00:00 PM,1/22/20 15:00,amramin,Senior Lecturer,Bio Sci Coll Div,BSD,Faculty/Instructor,FALSE,Mohammad Ahmed,Scheduled consultation,,,,,Thomas Keith also present,Poll Everywhere,Referred through PE website
01/21/2020 11:00:00 AM,1/21/20 11:00,bullockj,,President's Office,President's Office,Staff,FALSE,Mohammad Ahmed,Workshop,New Gradebook Online Workshop,,,,,,
01/21/2020 11:00:01 AM,1/21/20 11:00,mafalcone,,SSA,SSA,Grad student,FALSE,Mohammad Ahmed,Workshop,New Gradebook Online Workshop,,,,,,
01/21/2020 11:00:02 AM,1/21/20 11:00,yibih,,Statistics,PSD,Faculty/Instructor,FALSE,Mohammad Ahmed,Workshop,New Gradebook Online Workshop,,,,,,
01/21/2020 11:00:03 AM,1/21/20 11:00,olgasanchez,,Music,HUM,Faculty/Instructor,FALSE,Mohammad Ahmed,Workshop,New Gradebook Online Workshop,,,,,,
01/21/2020 11:00:04 AM,1/21/20 11:00,wickstro,,SSA,SSA,Faculty/Instructor,FALSE,Mohammad Ahmed,Workshop,New Gradebook Online Workshop,,,,,,
01/24/2020 1:30:00 PM,1/24/20 13:30,ehc,,Soc Sci Coll Div,SSD,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,New Gradebook Online Workshop,,,,,,
01/24/2020 1:30:01 PM,1/24/20 13:30,bkarageo,,UChicago Professional Education,Booth School of Business,Staff,FALSE,Cecilia Lo,Workshop,New Gradebook Online Workshop,,,,,,
01/24/2020 1:30:02 PM,1/24/20 13:30,sziesler,,Mathematics,PSD,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,New Gradebook Online Workshop,,,,,,
1/27/2020 9:19:10 PM,1/27/20 15:19,ddonetti,,Hum Coll Div,HUM,Faculty/Instructor,FALSE,Cecilia Lo,General walk-in,,,,,"Canvas app, group discussions not show up, because he is using the student app and not the Teacher app. ","[""Canvas""]",Been here before
1/28/2020 12:30:00 PM,1/28/20 12:30,chauds,,Booth School of Business,Booth School of Business,Faculty/Instructor,FALSE,Mohammad Ahmed,Scheduled consultation,,,,,Poll Everywhere onboarding; Thomas Keith also present,Poll Everywhere,
1/30/2020 4:25:55 PM,1/30/20 10:25,horatio1998,,College Administration,College,Undergraduate,FALSE,Mohammad Ahmed,General walk-in,,,,,Undergrad student had problem viewing Panopto video in canvas course. The solution was identified and the professor just needs to replace the links to the videos. ,"[""Panopto""]",Been here before
1/30/2020 7:03:55 PM,1/30/20 13:03,nlavie,,Near Eastern Languages and Civilizations,HUM,Faculty/Instructor,FALSE,Mohammad Ahmed,General walk-in,,,,,Client needed to know how to create a course site for spring 2020.,"[""Canvas""]",Been here before
1/30/2020 8:02:09 PM,1/30/20 14:02,mfred,Lecturer,Programs Administration,SSD,Faculty/Instructor,FALSE,Thomas Keith,General walk-in,,,,,Client needed help using Panopto videos within his Canvas course site,"[""Panopto""]",From a colleague
1/31/2020 7:10:45 PM,1/31/20 11:00,amramin,Senior Lecturer,Bio Sci Coll Div,BSD,Faculty/Instructor,FALSE,Thomas Keith,Scheduled consultation,,,,,"Client is interested in using Panopto for blended learning, including in-video quizzing.","[""Panopto""]",Been here before
2/3/2020 4:52:22 PM,2/3/20 10:52,mlabarbe,Professor,Org.Bio./Anatomy,BSD,Faculty/Instructor,FALSE,Thomas Keith,Scheduled consultation,,,,,Client discovered that Canvas was not displaying correctly on lab computers at BSLC.  Suggested browser update as a first step.,"[""Canvas""]",Been here before
2/3/2020 10:27:10 PM,2/3/20 16:27,jbunning,,Soc Sci Coll Div,SSD,Faculty/Instructor,FALSE,Cecilia Lo,General walk-in,,,,,How to determine if a student has used http://www.corruptmyfile.com/ to corrupt a file submission in order to get an extension. ,"[""Canvas""]",Forgot to ask client. 
2/3/2020 10:37:21 PM,2/3/20 16:37,thonaker,"Director, Education Technologies Commercialization",Polsky Center,Polsky Center,Staff,FALSE,Cecilia Lo,Scheduled consultation,,,,,"This is possibly a new project.  Need to discuss with Matt. 
","[""How to translate a CDRom solution from 2008 to 2020 online solution""]",Current Collaborator on a different project
2/3/2020 10:38:48 PM,2/3/20 16:38,amclean,French Lang. Coord. and Portuguese Lect.,Hum Coll Div,HUM,Faculty/Instructor,FALSE,Cecilia Lo,Scheduled consultation,,,,,"Streamlining student experience in Canvas and Voices as eportfolio solution. Also Symposium 2020 preparation. 
","[""eportfolio"",""Canvas""]",Been here before
02/04/2020 11:00:00 AM,2/4/20 11:00,amramin,,Bio Sci Coll Div,BSD,Faculty/Instructor,FALSE,Cheryl Walker,Workshop,New Gradebook Online Workshop,,,,,,
02/04/2020 11:00:01 AM,2/4/20 11:00,pkulkarni,,Harris School,Harris School,Grad student,FALSE,Cheryl Walker,Workshop,New Gradebook Online Workshop,,,,,,
02/04/2020 11:00:02 AM,2/4/20 11:00,rmcintyre,,UChicago Professional Education,Graham School,Staff,FALSE,Cheryl Walker,Workshop,New Gradebook Online Workshop,,,,,,
02/04/2020 11:00:03 AM,2/4/20 11:00,rmomin0,,Booth School of Business,Booth School of Business,Grad student,FALSE,Cheryl Walker,Workshop,New Gradebook Online Workshop,,,,,,
02/07/2020 1:30:00 PM,2/7/20 13:30,pgeyskens,,Graham School,Graham School,Staff,FALSE,Thomas Keith,Workshop,New Gradebook Online Workshop,,,,,,
02/07/2020 1:30:01 PM,2/7/20 13:30,ospineda,Senior Lecturer,Bio Sci Coll Div,BSD,Faculty/Instructor,FALSE,Thomas Keith,Workshop,New Gradebook Online Workshop,,,,,,
02/07/2020 1:30:02 PM,2/7/20 13:30,rpfister,,Bus-Deputy Dean FT MBA Program,Booth School of Business,Staff,FALSE,Thomas Keith,Workshop,New Gradebook Online Workshop,,,,,,
2/11/2020 7:17:58 PM,2/11/20 13:17,adamcifu,Professor,Medicine-General Internal Medicine,BSD,Faculty/Instructor,FALSE,Mohammad Ahmed,General walk-in,,,,,Accidentally deleted grades from Gradebook while trying to reassign grades for a quiz to another student.  We found a solution by reassigning it to everyone. ,"[""gradebook"",""Canvas""]",From a colleague
2/13/2020 10:46:00 AM,2/13/20 10:46,mkre,,Ecology & Evolution,BSD,Faculty/Instructor,FALSE,Mohammad Ahmed,General walk-in,,,,,"In the gradebook, in speedGrader after he enters grades they are not showing up in gradebook. I asked the prof to show me his steps and then checked the settings. Moderated grades were setup and those were not release so he was not able to get the grades to show up in gradebook.","[""gradebook"",""Canvas""]",TechBar referral
02/14/2020 12:00:00 PM,2/14/20 12:00,taimurreza,,SALC,HUM,Grad student,FALSE,Cecilia Lo,Workshop,Custom Workshop,,,,,,
02/14/2020 12:00:01 PM,2/14/20 12:00,djgrant,Senior Lecturer,Soc Sci Coll Div,SSD,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,Custom Workshop,,,,,,
02/14/2020 12:00:02 PM,2/14/20 12:00,qbowman,,Soc Sci Coll Div,SSD,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,Custom Workshop,,,,,,
02/14/2020 12:00:03 PM,2/14/20 12:00,ebeal1,,Soc Sci Coll Div,SSD,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,Custom Workshop,,,,,,
02/14/2020 12:00:04 PM,2/14/20 12:00,rzmalloy,,History,SSD,Grad student,FALSE,Cecilia Lo,Workshop,Custom Workshop,,,,,,
02/14/2020 12:00:05 PM,2/14/20 12:00,hakimf,,Anthropology,SSD,Grad student,FALSE,Cecilia Lo,Workshop,Custom Workshop,,,,,,
02/14/2020 12:00:06 PM,2/14/20 12:00,ljfoster,,Committee on Social Thought,HUM,Grad student,FALSE,Cecilia Lo,Workshop,Custom Workshop,,,,,,
2/20/2020 4:28:59 PM,2/20/20 10:28,	alemseged,Senior Paleoanthropologist,Org.Bio./Anatomy,BSD,Faculty/Instructor,FALSE,Cheryl Walker,General walk-in,,,,,Wanted to see if a co-teachers role could be changed to Teacher.,"[""People""]",TechBar referral
2/20/2020 8:27:23 PM,2/20/20 14:27,rahulburra,,College,College,Undergraduate,FALSE,Cecilia Lo,General walk-in,,,,,Canvas email went to his Outlook junkmail. ,"[""Canvas""]",TechBar referral
2/20/2020 2:00:00 PM,2/20/20 14:00,laguna,,BSD Senior Administration,BSD,Staff,FALSE,Thomas Keith,Scheduled consultation,,,,,Client needed help setting up Canvas Quizzes and requirements for modules.,"[""Canvas""]",
2/20/2020 3:00:00 PM,2/20/20 15:00,amramin,,Bio Sci Coll Div,BSD,Faculty/Instructor,FALSE,Thomas Keith,Scheduled consultation,,,,,Client was seeking an introduction to the OneButton Studio as a possible site for recording his lectures.,"[""Panopto, OneButton Studio""]",
2/24/2020 4:14:39 PM,2/24/20 10:14,charleswilson,,NELC,HUM,Grad student,FALSE,Cheryl Walker,General walk-in,,,,,Wanted a brief tutorial on Canvas.,"[""Assignments/Course Design"",""Canvas""]",Department Secretary
2/24/2020 10:00:00 AM,2/24/20 10:00,yjl15,,History,SSD,Grad student,FALSE,Cecilia Lo,Workshop,Custom Workshop,,,,,,
2/24/2020 10:00:01 AM,2/24/20 10:00,spru,Lecturer,Soc Sci Coll Div,SSD,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,Custom Workshop,,,,,,
2/24/2020 9:27:56 PM,2/24/20 15:27,arubini,,Bus-Research And Teching Suppl,Booth School of Business,Grad student,FALSE,Cecilia Lo,General walk-in,,,,,Canvas assignment submission error or cheating investigation. ,"[""Canvas""]",TechBar referral
2/24/2020 10:33:52 PM,2/24/20 16:33,celineb,French Lect.,Romance Languages and Literatures,HUM,Faculty/Instructor,FALSE,Cecilia Lo,Scheduled consultation,,,,,Creative assignment final project design for Fren 145 - Personal ePortfolio or Google Doc (Report) - for sharing and peer review.   ,"[""Assignments/Course Design""]",Been here before
2/25/2020 3:38:41 PM,2/25/20 9:38,celineb ,French Lect.,Romance Languages and Literatures,HUM,Faculty/Instructor,FALSE,Mohammad Ahmed,Scheduled consultation,,,,,FREN 145. meet with Celine B. on wed. feb 19th. onboarded her into poll everywhere. discussed various strategies for using poll everywhere.,"[""Poll Everywhere""]",From a colleague
2/25/2020 3:41:17 PM,2/25/20 9:41,naragam ,Assistant Professor of Econometrics and Statistics and Robert,Bus-Instruction And Research,Booth School of Business,Faculty/Instructor,FALSE,Mohammad Ahmed,Scheduled consultation,,,,,Met with Professor Bryon on Thursday Feb 20th. Onboarded him into poll everywhere. discussed strategies to incorporate it into classroom for student engagement in BUS41000. ,"[""Poll Everywhere""]",From a colleague
2/27/2020 4:57:42 PM,2/27/20 10:57,sromes,,CSL-Student Services,Campus and Student Life,Staff,FALSE,Mohammad Ahmed,General walk-in,,,,,Sara Romes from the SDS office came in to get a quick overview of canvas and how to add and manage sign language interpreters in Canvas for doc review.  ,"[""Accessibility and staff""]",From a colleague
2/27/2020 7:59:50 PM,2/27/20 13:59,hmckeown,,Soc Sci Coll Div,SSD,Faculty/Instructor,FALSE,Mohammad Ahmed,General walk-in,,,,,"office hours appoint she created were not showing up in her calendar or in students calendars. 

HUMA 11500 14 (Autumn 2019) Philosophical Perspectives-1    XX
SOSC 11500 13 (Winter 2020) Power, Identity, Resistance II  -- cant 
HUMA 11600 14 (Winter 2020) Philosophical Perspectives II – can see 

we chatted with instructure support and tried to figure out what was going on. the best work around we could come up with is creating a new set of appointments. 
","[""Canvas""]",Been here before
3/2/2020 7:27:31 PM,3/2/20 13:27,ayers1,,English Language And Literature,HUM,Faculty/Instructor,FALSE,Cecilia Lo,General walk-in,,,,,How to use Canvas ,"[""Canvas""]",TechBar referral
2/28/2020 4:28:12 PM,2/28/20 16:30,frechulf,,Classics,HUM,Faculty/Instructor,FALSE,Dale Mertes,Email,,,,,Basics on creating a flyer for website images - resolution for printing,"[""Media development (2D and 3D graphics, computer animations, etc.)""]",Been here before
2/28/2020 4:30:01 PM,2/28/20 16:30,rweather,,Psychology,SSD,Staff,FALSE,Dale Mertes,Phone call,,,,,3D animation of text for cool sign. - How to run text along bottom of screen.,"[""Media development (2D and 3D graphics, computer animations, etc.)""]",From a colleague
3/5/2020 7:59:55 PM,3/5/20 13:59,Mconzen,"Professor and Chrmn., Cmte. Geog. Studies",Comm-Geographic Sciences,SSD,Faculty/Instructor,FALSE,Mohammad Ahmed,General walk-in,,,,,Faculty needed help uploading files and arranging them in canvas. ,"[""Canvas""]",Been here before
3/5/2020 8:01:54 PM,3/5/20 14:01,rhtuttle,Professor,Anthropology,SSD,Faculty/Instructor,FALSE,Mohammad Ahmed,General walk-in,,,,,"Uploading files
Transferring items from previous quarters course into this course. 
","[""Canvas""]",Been here before
3/6/2020 11:00:00 AM,3/6/20 11:00,leyla,Associate Professor,SSA,SSA,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,New Gradebook Online Workshop,,,,,,
3/6/2020 11:00:01 AM,3/6/20 11:00,pete,Lecturer,Computer Science,PSD,Faculty/Instructor,FALSE,Cecilia Lo,Workshop,New Gradebook Online Workshop,,,,,,
3/9/2020 7:06:16 PM,3/9/20 14:06,mchong,,College Core Tutors,,,FALSE,Cecilia Lo,General walk-in,,,,,"How to create pages and upload videos to Oral history course 
blog.","[""Course blog""]",In class presentation
3/9/2020 7:07:04 PM,3/9/20 14:07,jarrettshapiro,,,,,FALSE,Cecilia Lo,General walk-in,,,,,how to create pages and upload videos to oral history class blog,"[""Course blog""]",In class presentation
3/9/2020 8:44:04 PM,3/9/20 15:44,kimberlypvance,,CSL-Student Services,,,FALSE,Cecilia Lo,General walk-in,,,,,"How to create pages and upload video to Oral history course blog. 
","[""Course blog""]",in class presentation
3/9/2020 8:45:54 PM,3/9/20 15:45,paulamotrico,Assistant Instructional Professor$Department of Romance Langua,Romance Languages and Literatures,,,FALSE,Cecilia Lo,Scheduled consultation,,,,,"Creating new canvas course sites, and course blog consultation","[""Canvas"",""Course blog""]",Been here before
3/11/2020 7:50:08 PM,3/11/20 14:50,mmward,Associate Professor,Art History,,,FALSE,Thomas Keith,Departmental walk-in,,,,,Client needed help on the basics of online teaching/Zoom,"[""Online teaching"",""Assignments/Course Design"",""Canvas""]",Been here before
3/11/2020 8:03:27 PM,3/11/20 15:03,nh16,"Preston & Sterling Morton Prof. Emeritus, Depts. History, Art",History,,,FALSE,Thomas Keith,Departmental walk-in,,,,,Client needed help with getting started with online teaching.,"[""Online teaching"",""Assignments/Course Design"",""Canvas""]",Been here before
3/12/2020 3:22:12 PM,3/12/20 10:22,upraeger,,,,Faculty/Instructor,FALSE,Mohammad Ahmed,General walk-in,,,,,Needed to get her course from the registrar office. ,"[""Canvas""]",Been here before
3/17/2020 6:33:44 PM,3/17/20 13:33,amramin,Senior Lecturer,Bio Sci Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,General walk-in,,,,,Camera issues,"[""Panopto""]",Been here before
3/19/2020 7:42:32 PM,3/19/20 14:42,pwhi,"Herman C. Bernick Family Prof., Classics and the College",Classics,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client had questions about how to successfully move a seminar-style course online.,"[""Zoom"",""Assignments/Course Design"",""Canvas"",""Panopto""]",Email
3/24/2020 6:09:28 PM,3/24/20 13:09,areshamc,Instructor,Public Health Sciences,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client is having trouble with Zoom-Canvas integration. Her account is in Medicine and needs to be moved to the general account.,"[""Zoom"",""Canvas""]",Canvas Announcement
3/24/2020 6:10:10 PM,3/24/20 13:10,ahunter,Senior Lecturer,Bio Sci Coll Div,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client needed help using the Zoom-Canvas interface.,"[""Zoom"",""Canvas""]",Canvas Announcement
3/25/2020 7:02:06 PM,3/25/20 14:02,jpitts,"Prof., Dept. of Political Science, Committee on Social Thought",Political Science,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,How to enable Zoom in a Canvas course,"[""Zoom"",""Canvas""]",Canvas Announcement
3/25/2020 7:03:40 PM,3/25/20 14:03,djgrant,Senior Lecturer,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,How to ensure only the people in one section go to a given Zoom meeting,"[""Zoom"",""Canvas""]",Canvas Announcement
3/25/2020 7:05:02 PM,3/25/20 14:05,mcelgunn,,Anthropology,,,FALSE,Cheryl Walker,Virtual walk-in,,,,,How to enable Perusall,"[""Perusall"",""Canvas""]",Canvas Announcement
3/25/2020 7:28:37 PM,3/25/20 14:28,aea,"Lecturer, Program on the Global Environment",Soc Sci Coll Div,,Faculty/Instructor,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,Scheduling office hours in Canvas and Zoom,"[""Zoom"",""Canvas""]",Canvas Announcement
3/25/2020 8:15:48 PM,3/25/20 15:15,sabina,Senior Lecturer and Director of the Environmental Studies Prog,Soc Sci Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,,"[""Zoom and Canvas office hours""]",Forgot to ask
3/27/2020 10:34:57 PM,3/27/20 17:34,arthomas,"University Professor of Music, Composition",Music,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,,"[""Canvas"",""Zoom""]",Canvas Announcement
3/27/2020 10:35:38 PM,3/27/20 17:35,sziesler,Senior Lect.,Mathematics,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,,"[""Canvas"",""Zoom""]",Canvas Announcement
3/27/2020 10:36:31 PM,3/27/20 17:36,burgoyne,Lecturer,Hum Coll Div,,Faculty/Instructor,FALSE,Mohammad Ahmed,Virtual walk-in,,,,,Setting up Canvas Quizzes,"[""Canvas""]",Canvas Announcement
3/31/2020 4:47:08 PM,3/31/20 11:47,tbalach,Associate Professor,Orthopaedic Surg & Rehab Med,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client was interested in how to organize her Canvas course and how to upload Zoom lectures to Panopto ,"[""Canvas"",""Panopto"",""Zoom""]",Canvas Announcement
3/31/2020 4:48:11 PM,3/31/20 11:48,klivescu,Assistant Prof.,Computer Sci,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client needed help getting her TA added to the correct Zoom subaccount,"[""Zoom""]",Canvas Announcement
4/1/2020 9:09:45 PM,4/1/20 16:09,janetsedlar,Spanish Lang. Coord. and Sr. Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Cecilia Lo,Virtual walk-in,,,,,,"[""Course Blog""]",Been here before
4/1/2020 9:11:59 PM,4/1/20 16:11,jeffwlew,,Harris Sch Pub Policy,,,FALSE,Cecilia Lo,Virtual walk-in,,,,,,"[""Zoom""]",teachingremotely
4/1/2020 10:07:10 PM,4/1/20 17:07,tbalach,Associate Professor,Orthopaedic Surg & Rehab Med,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,Org site,"[""Canvas""]",Canvas Announcement
4/1/2020 10:07:57 PM,4/1/20 17:07,kodoherty,,Psychology,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,Asking about permissions for her TA,"[""Canvas"",""Zoom""]",Canvas Announcement
4/1/2020 10:08:51 PM,4/1/20 17:08,ahunter,Senior Lecturer,Bio Sci Coll Div,,Faculty/Instructor,FALSE,Cheryl Walker,Virtual walk-in,,,,,,"[""Canvas"",""Zoom""]",Canvas Announcement
4/2/2020 4:26:58 PM,4/2/20 11:26,vmoraga,Spanish Lect.,Hum Coll Div,,Faculty/Instructor,FALSE,Thomas Keith,Virtual walk-in,,,,,Client finds that changes are not saving in Canvas.  Also needs help with her course blog.,"[""Canvas"",""Course blog""]",Canvas Announcement
4/2/2020 4:34:51 PM,4/2/20 11:34,jeffwlew,,Harris Sch Pub Policy,,,FALSE,Thomas Keith,Virtual walk-in,,,,,Various questions about the Canvas-Zoom integration,"[""Canvas"",""Zoom""]",Canvas Announcement
4/2/2020 5:45:38 PM,4/2/20 12:45,jheilbro,,Bus-Faculty And Educ Services,,,FALSE,Thomas Keith,Virtual walk-in,,,,,General questions about configuring Zoom meetings and using Panopto,"[""Canvas"",""Panopto"",""Zoom""]",Canvas Announcement
4/3/2020 8:11:27 PM,4/3/20 15:11,jsloane,,Chicago Language Center,,,FALSE,Cecilia Lo,Virtual walk-in,,,,,Access Panopto outside Canvas,"[""Panopto""]",Email
4/3/2020 8:30:14 PM,4/3/20 15:30,gyilmaz,,Bus-Research And Teching Suppl,,,FALSE,Cecilia Lo,Virtual walk-in,,,,,How to insert in-video quiz,"[""Panopto""]",Website or Events Calendar
4/4/2020 10:25:09 PM,4/4/20 17:25,wtang,Prof.,Ben May Department,,Faculty/Instructor,FALSE,Mohammad Ahmed,Scheduled consultation,,,,,"wtang created quite a few tickets and had several issues regarding publishing courses, organizing modules, viewing calendars, and most importantly sharing large files. I met with him in a zoom consultation and answered his questions 1 by 1. ","[""Assignments/Course Design"",""Canvas"",""Panopto"",""Video production""]",Been here before
